JURISDICCION;OBJETIVO;EJE1;EJE2;NOMBRE_PROYECTO;DESCRIPCION_PROYECTO;FECHA_INICIO;FECHA_FIN;ETIQUETA;BARRIO
SECRETARIA DE PLANIFICACION, EVALUACION Y COORDINACION DE GESTION;PROMOVER NUEVAS TEMATICAS TRANSVERSALES Y UNA MIRADA INNOVADORA EN LAS AREAS PARA TRAER NUEVAS IDEAS.;CREATIVIDAD;;BA NOCHE;"EL PROYECTO TIENE COMO OBJETIVO DEFINIR E IMPLEMENTAR UNA POLITICA PUBLICA PARA POTENCIAR LA VIDA NOCTURNA EN LA CIUDAD DE BUENOS AIRES, CON LA META DE SER UNA CIUDAD VIBRANTE Y DISFRUTABLE LAS 24 HORAS DEL DIA. LA INICIATIVA SE DESARROLLARA DE FORMA PARTICIPATIVA CON LA SOCIEDAD CIVIL Y EL SECTOR PRIVADO, Y TENDRA UN ENFOQUE INTEGRAL QUE CONTEMPLE PERSPECTIVAS DE ECONOMIA, TURISMO, TRABAJO, RECREACION, DESCANSO, SEGURIDAD, MOVILIDAD Y COMUNICACION. ESTAMOS TRABAJANDO EN 3 ETAPAS: 1) DIAGNOSTICO DE LA SITUACION ACTUAL; 2) IDENTIFICACION DE OPORTUNIDADES DE ACCION Y REALIZACION DE UN SEMINARIO DE LA NOCHE; 3) DEFINICION DEL PLAN E IMPLEMENTACION.";2/1/2017;31/12/2018;TURISMO;TODOS LOS BARRIOS
INSTITUTO DE VIVIENDA DE LA CIUDAD DE BUENOS AIRES;PROMOVER LA INTEGRACION SOCIO-URBANO DE BARRIOS VULNERABLES.;INTEGRACION SOCIAL;;BARRIO FRAGA;EN EL ASENTAMIENTO FRAGA, QUE OCUPA 9 MANZANAS DE LA COMUNA 15, HABITAN 2764 PERSONAS. EL PRINCIPAL OBJETIVO DEL PROYECTO DE INTEGRACION ES PROVEER VIVIENDAS DEFINITIVAS A TODOS LOS HABITANTES DEL BARRIO. ACTUALMENTE, NOS ENCONTRAMOS TRABAJANDO EN LA CONSTRUCCION DE 672 VIVIENDAS NUEVAS EN EL BARRIO DE CHACHARITA. ADEMAS, JUNTO CON LOS VECINOS TRABAJAMOS SEMANALMENTE EN MESAS DE GESTION PARTICIPATIVAS CON EL FIN DE LOGRAR UN CONCENSO SOBRE LOS MEJORAMIENTOS DE LAS VIVIENDAS EXISTENTES Y LAS APERTURAS DE CALLES DENTRO DEL BARRIO.;12/9/2016;31/3/2019;VIVIENDA/ DERECHOS/ INTEGRACION SOCIAL Y URBANA;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;BA ELIGE: ARTE EN PAREDES DE ALMAGRO;REALIZAR MURALES EN EL BARRIO DE ALMAGRO CON TEMATICAS AFINES AL BARRIO COMO EL TANGO O LOS CAFES. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;ALMAGRO
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;BA ELIGE: ARTE URBANO;RESTAURAR PARED DEL EX FERROCARRIL SARMIENTO Y VEREDA DE AV. DIAZ VELEZ 3500. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/ .;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA/ ESPACIO PUBLICO/ CULTURA;ALMAGRO
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;BA ELIGE: MURALES EN TODAS LAS PERSIANAS DE LOS LOCALES DE ONCE;"INTERVENIR ARTISTICAMENTE LAS PERSIANAS DE LOS NEGOCIOS DE ONCE, COMPRENDIDOS ENTRE LAS CALLES URIBURU; PUEYRREDON; RIVADAVIA Y CORRIENTES. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.";1/1/2018;31/12/2018;PARTICIPACION CIUDADANA/ CULTURA;BALVANERA
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;BA ELIGE: PINTAR LAS PAREDES DE AYACUCHO Y AV RIVADAVIA;INTERVENIR ARTISTICAMENTE LA PARED DE AYACUCHO Y AV. RIVADAVIA MEDIANTE LA CREACION DE UN MURAL. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDANA/ ESPACIO PUBLICO;BALVANERA
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REDUCIR LOS RESIDUOS DESTINADOS A ENTIERRO.;ESCALA HUMANA;;PUESTA EN VALOR Y AMPLIACION DE LA CAPACIDAD DE PROCESAMIENTO DE LOS CENTROS VERDES;CON ESTE PROYECTO SE REALIZARA UNA PUESTA EN VALOR INTEGRAL Y SE AMPLIARA LA CAPACIDAD DE PROCESAMIENTO DE LOS CENTROS VERDES DE LA CIUDAD, DONDE SE PROCESA EL MATERIAL RECOLECTADO DIARIAMENTE POR LAS COOPERATIVAS DE RECUPERADORES URBANOS Y AMBIENTALES DE LA CIUDAD.;1/1/2018;31/12/2019;CULTURA;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;BA ELIGE: INTERVENCION PERSIANAS EN COMERCIOS DE LA COMUNA 13: BELGRANO, COLEGIALES, NUÑEZ;INTERVENIR ARTISTICAMENTE LAS PERSIANAS DE COMERCIOS EN LOS BARRIOS DE: BELGRANO, COLEGIALES Y NUÑEZ. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;BELGRANO/ COLEGIALES/ NUÑEZ
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;BA ELIGE: MURAL INFANTIL;CREAR UN MURAL INFANTIL EN AV. ROCA Y AV. LISANDO DE LA TORRE (PARQUE DE LA DEMOCRACIA). MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA/ ESPACIO PUBLICO/ CULTURA/ NIÑOS Y NIÑAS;VILLA LUGANO
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MEJORAR LA OFERTA Y CALIDAD DEL TRANSPORTE PUBLICO EN GENERAL PARA POTENCIAR SU USO Y REDUCIR SU IMPACTO AMBIENTAL.;ESCALA HUMANA;;BA ELIGE: PARADAS ECOLOGICAS METROBUS CABILDO CARGADORES DE BATERIA;IMPLEMENTAR PANELES SOLARES Y MUROS VERDES EN METROBUS CABILDO, CON EL OBJETIVO DE APROVECHAR LA ENERGIA SOLAR. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA/ EMPRENDEDORISMO E INNOVACION;
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MEJORAR LA OFERTA Y CALIDAD DEL TRANSPORTE PUBLICO EN GENERAL PARA POTENCIAR SU USO Y REDUCIR SU IMPACTO AMBIENTAL.;ESCALA HUMANA;;BA ELIGE: MAYOR CANTIDAD DE PUNTOS DE ECOBICIS;AUMENTAR LA CANTIDAD DE PUNTOS DE ECOBICI EN LA COMUNA 1.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MEJORAR LA OFERTA Y CALIDAD DEL TRANSPORTE PUBLICO EN GENERAL PARA POTENCIAR SU USO Y REDUCIR SU IMPACTO AMBIENTAL.;ESCALA HUMANA;;BA ELIGE: SEÑALIZACION CORRESPONDIENTE A ESCUELAS EN VILLA SOLDATI;COLOCAR LA SEÑALIZACION CORRESPONDIENTE A LAS ZONAS DE ESCUELAS EN EL BARRIO DE VILLA SOLDATI.;1/12/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE (STRANS - CABA);MEJORAR LA SEGURIDAD VIAL Y LA ACCESIBILIDAD FISICA.;ESCALA HUMANA;DISFRUTE;BA ELIGE: BICISENDAS EN LA COMUNA 10;CREAR UNA RED DE BICISENDAS EN LA COMUNA 10.;1/11/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE EDUCACION;MEJORAR LA INFRAESTRUCTURA Y LOS ENTORNOS DE LOS ESTABLECIMIENTOS EDUCATIVOS.;INTEGRACION SOCIAL;ESCALA HUMANA;BA ELIGE: RENOVACION DE LOS JUEGOS DE LA ESCUELA NUMERO 6;ESTE PROYECTO SE PROPONE RENOVAR LOS JUEGOS DE LA ESCUELA NUMERO 6 SAN JOSE DE CALASANZ, UBICADA EN LA AV. LA PLATA 1038.;1/3/2018;15/3/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE EDUCACION;MEJORAR LA INFRAESTRUCTURA Y LOS ENTORNOS DE LOS ESTABLECIMIENTOS EDUCATIVOS.;INTEGRACION SOCIAL;ESCALA HUMANA;BA ELIGE: JUEGOS SEGUROS PARA EL JARDIN DE INFANTES DEL NORMAL 8;CON ESTE PROYECTO SE REEMPLAZARA EL PISO ACTUAL DE LOS JUEGOS DEL JARDIN DE INFANTES DEL NORMAL NUMERO 8 POR UNO CONSTRUIDO DE ACUERDO CON LAS NORMAS VIGENTES.;1/3/2018;15/3/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE EDUCACION;MEJORAR LA INFRAESTRUCTURA Y LOS ENTORNOS DE LOS ESTABLECIMIENTOS EDUCATIVOS.;INTEGRACION SOCIAL;ESCALA HUMANA;"BA ELIGE: PUESTA EN VALOR DEL COLEGIO ""AGUSTIN P NORES""";ESTE PROYECTO PONDRA EN VALOR LA ESCUELA AGUSTIN P. NORES, UBICADA EN CNEL. RAMON LISTA 5256, VILLA DEVOTO. LOS TRABAJOS INCLUYEN PINTAR EL EXTERIOR DE LA ESCUELA Y LAS AULAS.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA/ EDUCACION/ OBRAS PUBLICAS;
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;AUMENTAR EL ACCESO A WIFI EN LA CIUDAD.;CREATIVIDAD;;BA ELIGE: REDES DE WIFI GRATUITAS EN PLAZAS Y PARQUES;AGREGAR WIFI GRATUITO EN EL PARQUE AVELLANEDA, EN EL PARQUE DE VARELA Y AV. DIRECTORIO, EN LA PLAZA MISERICORDIA Y EN EL PARQUE CHACABUCO. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/ .;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;AUMENTAR EL ACCESO A WIFI EN LA CIUDAD.;CREATIVIDAD;;BA ELIGE: TORRES DE WI-FI EN LAS PLAZAS DE POMPEYA;AGREGAR WIFI GRATUITO EN LA PLAZA UBICADA EN LA INTERSECCION DE LA CALLES AV. DEL BARCO CENTENERA  Y  AV. GRAL. FRANCISCO FERNANDEZ DE LA CRUZ. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/ .;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;AUMENTAR EL ACCESO A WIFI EN LA CIUDAD.;CREATIVIDAD;;BA ELIGE: WIFI GRATIS PARA LA PLAZA 25 DE AGOSTO;AGREGAR WIFI EN LA PLAZA 25 DE AGOSTO (14 DE JULIO 1150, VILLA ORTUZAR). MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/ .;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;AUMENTAR EL ACCESO A WIFI EN LA CIUDAD.;CREATIVIDAD;;BA ELIGE: TORRE DE WIFI EN FRAGATA TRINIDAD Y ACASSUSO;AGEGAR WIFI GRATIS EN EL PARQUE QUE ESTA SOBRE FRAGATA TRINIDAD Y ACASSUSO. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/ .;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;BA ELIGE: MEJORAR LA PARADA DE COLECTIVO DEL HOSP DR E TORNU;REUBICAR EL PUESTO DE DIARIOS UBICADO SOBRE AV. MALVINAS Y CAMPILLO. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REDUCIR LOS RESIDUOS DESTINADOS A ENTIERRO.;ESCALA HUMANA;;BA ELIGE: PROGRAMA DE PUNTOS REWARDS - BASURA CERO;CREAR UN SISTEMA DE ACUMULACION Y CANJE DE PUNTOS PARA FOMENTAR EL RECICLADO. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA/ ESPACIO PUBLICO;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;BA ELIGE: ARTE URBANO;COLOCAR UN MURAL EN AZCUENAGA Y P. DE MELO. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REDUCIR LOS RESIDUOS DESTINADOS A ENTIERRO.;ESCALA HUMANA;;BA ELIGE: CONTENEDORES DE RECICLADOS;COLOCAR MAYOR CANTIDAD DE CONTENEDORES Y CAMPANAS PARA RECICLADO EN LA CALLE SEGUROLA, ENTRE JUAN AGUSTIN GARCIA Y JUAN B. JUSTO. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;MEJORAR LOS ESPACIOS VERDES DE LA CIUDAD DE BUENOS AIRES, Y MANTENER COMO MINIMO EL ESTANDAR DE CALIDAD ALCANZADO EN LOS MISMOS.;ESCALA HUMANA;DISFRUTE;BA ELIGE: ARREGLO DE VEREDAS;REACONDICIONAR LAS VEREDAS DE LA CALLE SALTA, DESDE HIPOLITO YRIGOYEN HASTA VENEZUELA. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA/ OBRAS PUBLICAS;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;CORRIENTES CULTURAL ETAPA I ENTRE CARLOS PELLEGRINI Y FLORIDA;"DURANTE EL DIA, LA AVENIDA CORRIENTES ES UNA ARTERIA CENTRAL DE LA CIUDAD QUE SIRVE DE CANAL PRINCIPAL PARA EL INGRESO DE OFICINISTAS Y TRABAJADORES. DE NOCHE SU USO CAMBIA, Y SE CONVIERTE EN LA AVENIDA MAS EMBLEMATICA DE OFERTA TEATRAL. ESTE PROYECTO IMPLICA UNA INTERVENCION INTEGRAL QUE INCLUIRA DOS CARRILES CON PEATONALIZACION NOCTURNA Y DOS EXCLUSIVOS PARA COLECTIVOS Y TAXIS, ADEMAS DEL ENSANCHAMIENTO DE VEREDAS, LA INCORPORACION DE AREAS DE DESCANSO Y LA RECONSTRUCCION LAS OCHAVAS. LA OBRA IRA DESDE LA AVENIDA CALLAO HASTA LA PEATONAL TURISTICA FLORIDA, UNA ZONA DONDE CONVIVEN LOS TEATROS, LAS LIBRERIAS Y LOS RESTAURANTES MAS SIMBOLICOS, QUE HACEN DE CORRIENTES UN PUNTO DE ENCUENTRO OBLIGADO DE LA VIDA CULTURAL DE LA CIUDAD. LA SEGUNDA PRIMERA ETAPA DE LA OBRA SE DESARROLLARA DESDE CARLOS PELLEGRINI HASTA FLORIDA. CONTEMPLA LA PUESTA EN VALOR DE LA ZONA; SE ENSANCHARAN LAS VEREDAS, SE INCORPORARAN AREAS DE DESCANSO Y SE RECONSTRUIRAN LAS OCHAVAS. EL PLAZO PREVISTO PARA ESTAS TAREAS ES DE SEIS MESES, DE ENERO A JULIO DE 2018.";1/8/2017;15/7/2018;CULTURA/ ESPACIO PUBLICO;SAN NICOLAS
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;CORRIENTES CULTURAL ETAPA II ENTRE CERRITO Y AV CALLAO;DURANTE EL DIA, LA AVENIDA CORRIENTES ES UNA ARTERIA CENTRAL DE LA CIUDAD QUE SIRVE DE CANAL PRINCIPAL PARA EL INGRESO DE OFICINISTAS Y TRABAJADORES. DE NOCHE SU USO CAMBIA, Y SE CONVIERTE EN LA AVENIDA MAS EMBLEMATICA DE OFERTA TEATRAL. ESTE PROYECTO IMPLICA UNA INTERVENCION INTEGRAL QUE INCLUIRA DOS CARRILES CON PEATONALIZACION NOCTURNA Y DOS EXCLUSIVOS PARA COLECTIVOS Y TAXIS, ADEMAS DEL ENSANCHAMIENTO DE VEREDAS, LA INCORPORACION DE AREAS DE DESCANSO Y LA RECONSTRUCCION LAS OCHAVAS. LA OBRA IRA DESDE LA AVENIDA CALLAO HASTA LA PEATONAL TURISTICA FLORIDA, UNA ZONA DONDE CONVIVEN LOS TEATROS, LAS LIBRERIAS Y LOS RESTAURANTES MAS SIMBOLICOS, QUE HACEN DE CORRIENTES UN PUNTO DE ENCUENTRO OBLIGADO DE LA VIDA CULTURAL DE LA CIUDAD. LA SEGUNDA ETAPA DE LA OBRA COMENZARA EN MARZO DE 2018 Y SE EXTENDERA DESDE AVENIDA CALLAO HASTA LIBERTAD. A LO LARGO DE ESE TRAMO, LA ACERA IZQUIERDA SERA DE USO EXCLUSIVO PEATONAL ENTRE LAS 19 Y LAS 2 DE LA MADRUGADA. PERO ESOS DOS CARRILES PODRAN SER USADOS SIN RESTRICCION POR VEHICULOS PARTICULARES DURANTE EL DIA. EN CAMBIO, PARA ORDENAR Y AGILIZAR EL TRANSITO, LA ACERA DERECHA TENDRA DOS CARRILES EXCLUSIVOS PARA COLECTIVOS Y TAXIS, QUE FUNCIONARAN DURANTE LAS 24 HORAS. ADEMAS, EN EL CENTRO DE LA AVENIDA SE INCORPORARA UN BULEVAR QUE SUMARA VERDE AL BARRIO.;1/8/2017;31/5/2019;CULTURA/ ESPACIO PUBLICO;SAN NICOLAS
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;REALIZAR OBRAS DE REGENERACION URBANA CON EL OBJETIVO DE LOGRAR UNA CIUDAD MAS INCLUSIVA Y SUSTENTABLE, EN CONSTANTE DIALOGO CON EL ARTE Y LA INNOVACION.;ESCALA HUMANA;CREATIVIDAD;CORRIENTES CULTURAL: PUESTA EN VALOR DE CALLES TRANSVERSALES;EN EL MARCO DEL PROYECTO CORRIENTES CULTURAL, ESTA INICIATIVA PONDRA EN VALOR LAS CALLES TRANSVERSALES DE AV. CORRIENTES (LIBERTAD, TALCAHUANO, PARANA, URUGUAY, MONTEVIDEO Y RODRIGUEZ PEÑA).;1/2/2018;31/5/2019;CULTURA/ ESPACIO PUBLICO;
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;BA ELIGE: MURALES PLAZA MARTIN FIERRO;LA PLAZA MARTIN FIERRO SE INTERVENDRA ARTISTICAMENTE MEDIANTE LA CREACION DE MURALES.;1/1/2018;31/8/2018;PARTICIPACION CIUDADANA/ ESPACIO PUBLICO/ CULTURA;
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;BA ELIGE: MURALES EN PLAZA BOEDO;SE INTERVENDRA ARTISTICAMENTE LA PLAZA BOEDO CON LA CREACION DE MURALES.;1/1/2018;31/7/2018;PARTICIPACION CIUDADANA/ ESPACIO PUBLICO/ CULTURA;
INSTITUTO DE VIVIENDA DE LA CIUDAD DE BUENOS AIRES;PROMOVER LA INTEGRACION SOCIO-URBANO DE BARRIOS VULNERABLES.;INTEGRACION SOCIAL;;BARRIO RODRIGO BUENO;UBICADO DENTRO DEL LIMITE ACTUAL DE LA RESERVA ECOLOGICA, EL PROYECTO DE INTEGRACION DEL ASENTAMIENTO RODRIGO BUENO PROVEERA UNA SOLUCION HABITACIONAL A LAS 1200 FAMILIAS QUE HABITAN EN EL BARRIO. EL PROYECTO BUSCA INTEGRAR EL BARRIO DE MANERA SUSTENTABLE. NOS ENCONTRAMOS PROFUNDIZANDO Y FORTALECIENDO NUESTRO TRABAJO CON LOS VECINOS EN POS DE UN PROYECTO INTEGRAL QUE DE RESPUESTA A LAS PROBLEMATICAS HABITACIONALES DEL BARRIO, MEDIANTE LA CONSTRUCCION DE VIVIENDAS NUEVAS, APERTURAS DE CALLES Y PASILLOS Y LA GENERACION Y PUESTA EN VALOR DE ESPACIOS PUBLICOS.;22/11/2016;30/5/2019;VIVIENDA/ DERECHOS/ INTEGRACION SOCIAL Y URBANA;
INSTITUTO DE VIVIENDA DE LA CIUDAD DE BUENOS AIRES;PROMOVER LA INTEGRACION SOCIO-URBANO DE BARRIOS VULNERABLES.;INTEGRACION SOCIAL;;BARRIO 20;EL PROYECTO DE INTEGRACION DEL BARRIO 20 TIENE COMO PRINCIPAL OBJETIVO PROMOVER EL ACCESO A UNA VIVIENDA DIGNA A LAS 9119 FAMILIAS, E INTEGRAR EL BARRIO A LA CIUDAD, EN EL CUAL CADA VECINO PUEDA DESARROLLAR SU POTENCIAL. EL PROYECTO DE INTEGRACION INVOLUCRA LA CONSTRUCCION DE 1702 VIVIENDAS NUEVAS, MEJORAMIENTOS EN LAS VIVIENDAS EXISTENTES, PROVISION DE SERVICIOS BASICOS, APERTURA DE CALLES E INSTALACION DE EQUIPAMIENTO URBANO.;28/9/2016;30/4/2019;VIVIENDA/ DERECHOS/ INTEGRACION SOCIAL Y URBANA;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;GARANTIZAR LA ACCESIBILIDAD Y CONSERVACION DEL ESPACIO PUBLICO DE LA CIUDAD.;ESCALA HUMANA;INTEGRACION SOCIAL;BA ELIGE: RESTAURACION PUENTE AV SAN MARTIN Y SUS ALREDEDORES;COLOCAR ILUMINACION EN EL PUENTE DE AVENIDA SAN MARTIN Y ALREDEDORES. MAS INFORMACION EN: BAELIGE.BUENOSAIRES.GOB.AR/.;1/1/2018;31/12/2018;PARTICIPACION CIUDADANA;
CONSEJO DE LOS DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES;PROMOCIONAR, MONITOREAR Y EVALUAR LAS POLITICAS PUBLICAS Y PRIVADAS DIRIGIDAS AL SISTEMA DE PROTECCION INTEGRAL DE NIÑAS, NIÑOS Y ADOLESCENTES.;INTEGRACION SOCIAL;;ADOPCIONES;MEJORAR DE FORMA INTEGRAL EL PROCESO DE ADOPCION. ESTE INCLUYE ACTUALIZACIONES EN LA CAPACITACION, INSCRIPCION Y EVALUACION DE LOS ASPIRANTES A ADOPTAR, Y UNA MAYOR ARTICULACION CON LOS HOGARES CONVIVENCIALES Y CON EL PODER JUDICIAL. ASIMISMO, ESPECIALIZAMOS EL AREA ENCARGADA DE LA BUSQUEDA DE FAMILIAS ADOPTIVAS Y SE REFORZO LA VINCULACION Y EL ACOMPAÑAMIENTO DE LOS PROCESOS DE ADOPCION. TODOS ESTOS CAMBIOS PERMITIRAN: ACORTAR LOS PLAZOS, LOGRAR UNA MAYOR DISPONIBILIDAD ADOPTIVA ACOMPAÑAR AL POSTULANTE DESDE EL INICIO HASTA LA FINALIZACION DEL PROCESO Y, DE ESTA MANERA, GARANTIZAR EL DERECHO DE NIÑAS, NIÑOS Y ADOLESCENTES DE VIVIR EN FAMILIA.;1/12/2016;1/12/2019;DERECHOS/ NIÑOS Y NIÑAS;
SECRETARIA DE PLANIFICACION, EVALUACION Y COORDINACION DE GESTION;COLABORAR CON LAS JURISDICCIONES EN EL ARMADO DE SUS PLANES ESTRATEGICOS Y DE TRABAJO QUE ATIENDAN LOS OBJETIVOS DE GESTION, TENGAN VISION DE LARGO PLAZO Y PERMITAN HACER UN BUEN SEGUIMIENTO Y EVALUACION.;CREATIVIDAD;;ROADMAP BA 2027;EL ROADMAP BA 2027 SE CENTRARA EN ELABORAR EL PLAN DE LARGO PLAZO DEL GOBIERNO DE LA CIUDAD CON UNA MIRADA CENTRADA EN LAS NECESIDADES DE LAS PERSONAS QUE LA HABITAN Y TRANSITAN. SE ESTABLECERAN LOS EJES ESTRATEGICOS, OBJETIVOS, Y LINEAS DE ACCION PARA CONSTRUIR LA CIUDAD QUE SOÑAMOS HACIA EL AÑO 2027 Y SE ESTABLECERAN INDICADORES CON METAS PARA MEDIR EL AVANCE DE SU CUMPLIMIENTO.;1/3/2017;15/12/2017;GOBIERNO ABIERTO;TODOS LOS BARRIOS
